Car Title,Price,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Control de tracción,Capacidad de personas,Potencia,Medidas,Distancia entre ejes,Capacidad del tanque,Válvulas por cilindro,Frenos ABS,Airbag para conductor y pasajero,Tracción ASR,AM/FM,Android auto,Apple CarPlay,Aire acondicionado,Computadora de abordo,Sensor de lluvia,Porta vasos,Dirección,Alarma,Largo x Altura x Ancho,Llantas de aleación,Reproductor de MP3,Con cámara de retroceso,Techo solar eléctrico retráctil,Soporte para rueda de auxilio,Limpia/lava luneta,Porta equipaje en techo,Entrada auxiliar,Bluetooth,CD,DVD,Entrada USB,Piloto automático,Alarma de luces encendidas,Cristales eléctricos,Apertura remota de baúl,Comando remoto para radio en el volante,Climatizador,Cierre automático de vidrios,Defensa delantera,Airbag conductor,Faros con regulación automática,Sensor de estacionamiento,Faros antinieblas traseros,Desempañador trasero,Control de estabilidad,Tercera luz de freno led,Cierre centralizado de puertas,Blindado,Tapizado de cuero,Con garantía de fábrica,Con garantía mecánica,Único dueño,Con precio negociable,Acepta permuta,Tipo de batería,Capacidad de la batería,Tiempo de carga,Tipo de cargador,Autonomia de la batería,Con modo Eco,Asientos delanteros calefaccionados,Con sensor de cambio de carril,Con sensor de estacionamiento por cámara delantera,Con sensor de estacionamiento por cámara trasera,Con sistema de estacionamiento automático,Sistema ISOFIX,Aviso de punto ciego,Inspección vehicular,Largo x Altura,Entrada internacional legalizada,Con impacto positivo,,Baúl
Fiat Pulse 1.3 Drive Gse Mt,27.710.000,Fiat,Pulse,2024,1.3 Drive Gse Mt,Gris,Nafta,5,Manual,1.3,SUV,0 km,4x2,5,99 hp,,2532 mm,47 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4099 mm x 1547 mm x 1989 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Renault Sandero 1.6 16v Intense Cvt,23.100.000,Renault,Sandero,2024,1.6 16v Intense Cvt,Rojo,Nafta,5,Automática,1.6,Hatchback,0 km,Delantera,5,115 hp,,2590 mm,50 L,4,Sí,Sí,Sí,,,,,,,,Asistida,,4060 mm x 1536 mm x 1733 mm,Sí,,,,,,,,,Sí,,,Sí,,,,,,,,,Sí,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet Cruze 1.4 Lt Mt Sedan,21.800.000,Chevrolet,Cruze,2024,1.4 Lt Mt Sedan,Gris,Nafta,4,Manual,1.4,Sedán,57000 km,Delantera,5,153 hp,,2700 mm,52 L,4,Sí,Sí,Sí,,Sí,Sí,,,,,Eléctrica,,4665 mm x 1484 mm x 2042 mm,,,,,,,,,,,,,Sí,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renault Kangoo 1.6 Sce Stepway,28.238.608,Renault,Kangoo,2024,1.6 Sce Stepway,Rojo,Nafta,4,Manual,1.6,Monovolumen,0 km,Delantera,5,114 hp,,2600 mm,52 L,4,,Sí,Sí,,,,,,,,Hidráulica,,4010 mm x 1860 mm x 1670 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Toro 1.8 Freedom,5.200,Fiat,Toro,2024,1.8 Freedom,Blanco,Nafta,4,Automática,1.8,Pick-Up,1111 km,4x2,5,130 hp,,2990 mm,60 L,4,Sí,Sí,Sí,,,,,,,,,,4915 mm x 1690 mm x 1669 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.3 Drive Gse Mt,5.200,Fiat,Pulse,2024,1.3 Drive Gse Mt,Gris,Nafta,5,Manual,1.3,SUV,500 km,4x2,5,99 hp,,2532 mm,47 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4099 mm x 1547 mm x 1989 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen Vento 1.4 Comfortline 150cv At,27.295.000,Volkswagen,Vento,2019,1.4 Comfortline 150cv At,Blanco,Nafta,4,Automática,1.4,Sedán,35112 km,Delantera,5,150 hp,,2651 mm,55 L,4,Sí,Sí,Sí,,,,Sí,Sí,,Sí,Eléctrica,,4554 mm x 1461 mm x 1778 mm,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot 2008 1.6 Thp Sport,16.428.000,Peugeot,2008,2017,1.6 Thp Sport,Plateado,Nafta,5,Manual,1.6,SUV,83319 km,Delantera,5,165 hp,,2542 mm,55 L,4,Sí,Sí,Sí,,,,,,,,,Sí,4159 mm x 1583 mm x 1739 mm,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet Trailblazer 2.8 Nueva Ltz Tdci 200cv,33.990.000,Chevrolet,Trailblazer,2018,2.8 Nueva Ltz Tdci 200cv,Plateado,Diésel,5,Automática,2.8,SUV,136102 km,4x4,5,200 hp,,2465 mm,76 L,4,Sí,Sí,Sí,,,,Sí,,,Sí,Asistida,,4878 mm x 1841 mm x 1657 mm,Sí,,,,,,,,Sí,,,Sí,Sí,,,,,,,,,,,,,Sí,Sí,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet Tracker 1.2 Turbo Mt,27.913.000,Chevrolet,Tracker,2023,1.2 Turbo Mt,Plateado,Nafta,5,Manual,1.2,SUV,16182 km,4x2,5,132 hp,,2570 mm,44 L,4,Sí,Sí,Sí,,,,Sí,,,Sí,Eléctrica,,4270 mm x 1626 mm x 1791 mm,,,,,,,,,Sí,Sí,,Sí,Sí,,,,,,,,,Sí,,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet Tracker 1.2 Turbo At,30.900.000,Chevrolet,Tracker,2024,1.2 Turbo At,Azul,Nafta,5,Automática,1.2,SUV,4461 km,4x2,5,132 hp,,2570 mm,44 L,4,Sí,Sí,Sí,,,,Sí,,,Sí,Eléctrica,,4270 mm x 1626 mm x 1791 mm,,,,,,,,,Sí,Sí,,Sí,Sí,,,,,,,,,Sí,,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet Captiva 2.2 Ltz Awd D 184cv At,25.000.000,Chevrolet,Captiva,2012,2.2 Ltz Awd D 184cv At,Plateado,Diésel,5,Automática,2.2,SUV,115583 km,Integral,7,184 hp,,2660 mm,65 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Hidráulica,Sí,4673 mm x 1756 mm x 1845 mm,Sí,,,,,,,,Sí,Sí,,,Sí,,,,Sí,,,,,,,,,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Citroën C4 Lounge 1.6 Thp 165 At6 Shine,15.965.000,Citroën,C4 Lounge,2017,1.6 Thp 165 At6 Shine,Plateado,Nafta,4,Automática,1.6,Sedán,93593 km,Delantera,5,163 hp,,2500 mm,68 L,4,Sí,Sí,Sí,,,,,,,,Eléctrica,,4770 mm x 1510 mm x 1695 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Gse Drive Cvt Pack Plus,14.200.000,Fiat,Cronos,2024,1.3 Gse Drive Cvt Pack Plus,Rojo,Nafta,4,Automática,1.3,Sedán,1500 km,Delantera,5,99 hp,,2521 mm,48 L,2,,,,,,,,,,,,,4364 mm x 1515 mm x 1962 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Mt,4.500,Fiat,Cronos,2024,1.3 Drive Mt,Gris,Nafta,4,Manual,1.3,Sedán,500 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Mt,4.000,Fiat,Cronos,2024,1.3 Drive Mt,Rojo,Nafta,4,Manual,1.3,Sedán,500 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Mt,4.500,Fiat,Cronos,2024,1.3 Drive Mt,Negro,Nafta,4,Manual,1.3,Sedán,500 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Mt,4.000,Fiat,Cronos,2024,1.3 Drive Mt,Gris,Nafta,4,Manual,1.3,Sedán,500 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Mt,15.800.000,Fiat,Cronos,2024,1.3 Drive Mt,Negro,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos PACK PLUS 1.3,15.500.000,Fiat,Cronos,2024,PACK PLUS 1.3,Rojo,Nafta/GNC,5,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1515 mm x 1962 mm,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Sí,Ácido en gel,,,,,,,,,,,,,,,,,,
Fiat FASTBACK 1.3 T270 At6,13.000,Fiat,FASTBACK,2024,1.3 T270 At6,Gris,Nafta,5,Automática,1.3,SUV,0 km,Delantera,5,175 hp,,2533 mm,47 L,4,,,,,,,,,,,,,4427 mm x 1547 mm x 1990 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat FASTBACK 1.3 T270 At6,7.500.000,Fiat,FASTBACK,2024,1.3 T270 At6,Gris,Nafta,5,Automática,1.3,SUV,500 km,Delantera,5,175 hp,,2533 mm,47 L,4,,,,,,,,,,,,,4427 mm x 1547 mm x 1990 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Mobi 1.0 Trekking,4.800,Fiat,Mobi,2024,1.0 Trekking,Plateado,Nafta,5,Manual,1.0,Hatchback,1000 km,Delantera,5,70 hp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Toro 1.8 Freedom,16.000.000,Fiat,Toro,2024,1.8 Freedom,Negro,Nafta,4,Automática,1.8,Pick-Up,0 km,4x2,5,130 hp,,2990 mm,60 L,4,Sí,Sí,Sí,,,,,,,,,,4915 mm x 1690 mm x 1669 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renault Kangoo 1.6 Sce Stepway,28.312.500,Renault,Kangoo,2024,1.6 Sce Stepway,Rojo,Nafta,4,Manual,1.6,Monovolumen,0 km,Delantera,5,114 hp,,2600 mm,52 L,4,,Sí,Sí,,,,,,,,Hidráulica,,4010 mm x 1860 mm x 1670 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAM Rampage 2.0 Rt Gme At9 4X4,55.490.000,RAM,Rampage,2024,2.0 Rt Gme At9 4X4,Plateado,Nafta,4,Automática,2.0,Pick-Up,0 km,4x4,5,272 hp,,2994 mm,55 L,4,,,,,,,,,,,,,5028 mm x 1710 mm x 1886 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive S-design Mt,3.000,Fiat,Cronos,2024,1.3 Drive S-design Mt,Negro,Nafta,4,Manual,1.3,Sedán,500 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Toro 1.8 Freedom,18.000,Fiat,Toro,2024,1.8 Freedom,Rojo,Nafta,4,Automática,1.8,Pick-Up,0 km,4x2,5,130 hp,,2990 mm,60 L,4,Sí,Sí,Sí,,,,,,,,,,4915 mm x 1690 mm x 1669 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Precision Cvt,3.000,Fiat,Cronos,2024,1.3 Precision Cvt,Plateado,Nafta,4,Automática,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Cvt,5.000,Fiat,Cronos,2024,1.3 Drive Cvt,Plateado,Nafta,4,Automática,1.3,Sedán,1000 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot 208 1.6 Allure Nav Tiptronic,9.288.800,Peugeot,208,2017,1.6 Allure Nav Tiptronic,Blanco,Nafta,5,Automática,1.6,Hatchback,92300 km,Delantera,5,115 hp,,2541 mm,55 L,4,Sí,Sí,Sí,,,,Sí,Sí,,Sí,Hidráulica,,3872 mm x 1470 mm x 1702 mm,Sí,Sí,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Precision Cvt,24.900.000,Fiat,Cronos,2024,1.3 Precision Cvt,Gris,Nafta,4,Automática,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Strada 1.3 Volcano,27.642.000,Fiat,Strada,2024,1.3 Volcano,Blanco,Nafta,3,Manual,1.3,Pick-Up,0 km,Delantera,5,99 hp,,2737 mm,55 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,,Hidráulica,,4480 mm x 1554 mm x 1950 mm,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Strada 1.4 8v Freedom Cd,24.250.000,Fiat,Strada,2024,1.4 8v Freedom Cd,Rojo,Nafta,3,Manual,1.4,Pick-Up,0 km,Delantera,5,85 hp,,2737 mm,55 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,,Hidráulica,,4474 mm x 1554 mm x 1950 mm,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Strada 1.4 8v Freedom Cd,24.200.000,Fiat,Strada,2024,1.4 8v Freedom Cd,Rojo,Nafta,3,Manual,1.4,Pick-Up,0 km,Delantera,5,85 hp,,2737 mm,55 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,,Hidráulica,,4474 mm x 1554 mm x 1950 mm,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.3 Drive Gse Cvt,26.100.000,Fiat,Pulse,2024,1.3 Drive Gse Cvt,Gris,Nafta,5,Automática,1.3,SUV,0 km,4x2,5,99 hp,,2532 mm,47 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4099 mm x 1547 mm x 1989 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.3 Drive Gse Cvt,26.100.000,Fiat,Pulse,2024,1.3 Drive Gse Cvt,Blanco,Nafta,5,Automática,1.3,SUV,0 km,4x2,5,99 hp,,2532 mm,47 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4099 mm x 1547 mm x 1989 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Stile Mt,22.900.000,Fiat,Cronos,2024,1.3 Stile Mt,Gris,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Stile Mt,22.900.000,Fiat,Cronos,2024,1.3 Stile Mt,Rojo,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet Onix 1.4 Joy Ls + 98cv,8.738.800,Chevrolet,Onix,2018,1.4 Joy Ls + 98cv,Gris,Nafta,5,Manual,1.4,Hatchback,54900 km,Delantera,5,98 hp,,2465 mm,54 L,2,Sí,Sí,Sí,,,,,,,,Asistida,,3930 mm x 1484 mm x 1656 mm,,,,,,,,,Sí,,,Sí,No,,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet Prisma 1.4 Ltz 98cv,16.900.000,Chevrolet,Prisma,2017,1.4 Ltz 98cv,Plateado,Nafta,4,Manual,1.4,Sedán,86781 km,Delantera,5,98 hp,,2465 mm,54 L,2,Sí,Sí,Sí,,,,Sí,,,,Asistida,,4275 mm x 1484 mm x 1656 mm,,,,,,,,,,Sí,,,Sí,,,,,,,,Sí,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Renault Kardian 1.6 Sce Evolution 156 Mt,31.600.000,Renault,Kardian,2024,1.6 Sce Evolution 156 Mt,Blanco,Nafta,5,Manual,1.6,SUV,0 km,Delantera,5,115 hp,,2604 mm,,4,,,,,,,,,,,,,4120 mm x 1595 mm x 1770 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroën Berlingo 1.6 Xtr Hdi 92cv,15.950.220,Citroën,Berlingo,2023,1.6 Xtr Hdi 92cv,Plateado,Diésel,5,Manual,1.6,Monovolumen,0 km,Delantera,5,92 hp,,2685 mm,60 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Hidráulica,,4137 mm x 1858 mm x 1788 mm,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,Sí,Sí,,Sí,Sí,,,,,,,,,,,,,,,,,,,
Citroën Berlingo 1.6 Xtr Hdi 92cv,15.870.202,Citroën,Berlingo,2023,1.6 Xtr Hdi 92cv,Gris,Diésel,5,Manual,1.6,Monovolumen,0 km,Delantera,5,92 hp,,2685 mm,60 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Hidráulica,,4137 mm x 1858 mm x 1788 mm,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,Sí,Sí,,Sí,Sí,,,,,,,,,,,,,,,,,,,
Renault Kardian 1.0 Tce Premiere Edition 200 Edc,31.100.000,Renault,Kardian,2024,1.0 Tce Premiere Edition 200 Edc,Naranja,Nafta,5,Automática,1.0,SUV,0 km,Delantera,5,120 hp,,2604 mm,,4,,,,,,,,,,,,,4120 mm x 1595 mm x 1770 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot 308 1.6 Allure Nav 115cv,8.628.800,Peugeot,308,2013,1.6 Allure Nav 115cv,Gris,Nafta,5,Manual,1.6,Hatchback,94849 km,Delantera,5,115 hp,,2608 mm,60 L,4,Sí,Sí,,,,,,Sí,Sí,Sí,Hidráulica,No,4276 mm x 1519 mm x 1815 mm,Sí,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Gse Drive Pack Conectividad,15.500.000,Fiat,Cronos,2024,1.3 Gse Drive Pack Conectividad,Rojo,Nafta,4,Manual,1.3,Sedán,1500 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Gse Drive Cvt Pack Plus,12.500.000,Fiat,Cronos,2024,1.3 Gse Drive Cvt Pack Plus,Rojo,Nafta,4,Automática,1.3,Sedán,1500 km,Delantera,5,99 hp,,2521 mm,48 L,2,,,,,,,,,,,,,4364 mm x 1515 mm x 1962 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Gse Drive Cvt Pack Plus,10.200.000,Fiat,Cronos,2024,1.3 Gse Drive Cvt Pack Plus,Rojo,Nafta,4,Automática,1.3,Sedán,1500 km,Delantera,5,99 hp,,2521 mm,48 L,2,,,,,,,,,,,,,4364 mm x 1515 mm x 1962 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Gse Drive,2.500,Fiat,Cronos,2024,1.3 Gse Drive,Negro,Nafta,4,Manual,1.3,Sedán,500 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Mt,12.000,Fiat,Cronos,2024,1.3 Drive Mt,Negro,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Precision Cvt,3.250,Fiat,Cronos,2024,1.3 Precision Cvt,Negro,Nafta,4,Automática,1.3,Sedán,500 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Mobi 1.0 Trekking,4.100,Fiat,Mobi,2024,1.0 Trekking,Negro,Nafta,5,Manual,1.0,Hatchback,500 km,Delantera,5,70 hp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Mobi 1.0 Trekking,20.600.000,Fiat,Mobi,2024,1.0 Trekking,Plateado,Nafta,5,Manual,1.0,Hatchback,0 km,Delantera,5,70 hp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet Montana 1.8 Ls Pack,31.565.652,Chevrolet,Montana,2024,1.8 Ls Pack,Plateado,Nafta,2,Manual,1.8,Pick-Up,0 km,Delantera,2,105 hp,,2468 mm,56 L,2,Sí,Sí,Sí,,,,Sí,,,Sí,Asistida,,4514 mm x 1579 mm x 1640 mm,Sí,,,,,,,,,Sí,,,,,,,,,,,Sí,,,,,,,,,Sí,Sí,Sí,,Sí,Sí,,,,,,,,,,,,,,,,,,,
Fiat Strada 1.3 Volcano,27.600.000,Fiat,Strada,2024,1.3 Volcano,Blanco,Nafta,3,Manual,1.3,Pick-Up,0 km,Delantera,5,99 hp,,2737 mm,55 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,,Hidráulica,,4480 mm x 1554 mm x 1950 mm,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevrolet Cruze LT 1.4,24.500.000,Chevrolet,Cruze,2021,LT 1.4,Plateado,Nafta,4,Manual,1.4 T,Sedán,37058 km,Delantera,5,153 hp,,2700 mm,52 L,4,Sí,Sí,Sí,,Sí,Sí,,,,,Hidráulica,,4665 mm x 1484 mm x 2042 mm,,,,Sí,,,,,,,,,Sí,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Gse Drive Cvt Pack Plus,5.000,Fiat,Cronos,2024,1.3 Gse Drive Cvt Pack Plus,Gris,Nafta,4,Automática,1.3,Sedán,500 km,Delantera,5,99 hp,,2521 mm,48 L,2,,,,,,,,,,,,,4364 mm x 1515 mm x 1962 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.3 Drive Gse Mt,18.650.000,Fiat,Pulse,2024,1.3 Drive Gse Mt,Rojo,Nafta,5,Manual,1.3,SUV,500 km,4x2,5,99 hp,,2532 mm,47 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4099 mm x 1547 mm x 1989 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
